number,value,datetime_start,datetime_complete,duration,params_ccp_alpha,params_criterion,params_max_depth,params_max_features,params_min_impurity_decrease,params_min_samples_leaf,params_min_samples_split,state
132,0.378512583823139,2026-06-13 23:15:04.763835,2026-06-13 23:15:06.560189,0 days 00:00:01.796354,0.00017135431562501633,entropy,15,0.874153079063009,0.0002355301706313498,18,17,COMPLETE
133,0.348395185428467,2026-06-13 23:15:06.562681,2026-06-13 23:15:09.196601,0 days 00:00:02.633920,6.210298797780555e-06,entropy,15,0.8625287028901363,1.169418089239877e-05,18,18,COMPLETE
134,0.36618691332652775,2026-06-13 23:15:09.197351,2026-06-13 23:15:10.755455,0 days 00:00:01.558104,0.0001435405363394787,entropy,15,0.8429528855212808,0.0004199638567158172,20,17,COMPLETE
135,0.2971734667595475,2026-06-13 23:15:10.757151,2026-06-13 23:15:11.910156,0 days 00:00:01.153005,0.00017705881221781428,entropy,15,0.8786433761972476,0.004223634923719195,19,16,COMPLETE
136,0.37283556993405226,2026-06-13 23:15:11.910594,2026-06-13 23:15:13.710803,0 days 00:00:01.800209,0.00033362218333484915,entropy,14,0.8585704266932103,0.00015096265553365355,20,18,COMPLETE
137,0.273052727542511,2026-06-13 23:15:13.711255,2026-06-13 23:15:14.809518,0 days 00:00:01.098263,7.939086100651853e-05,entropy,15,0.8902464506149901,0.005254707510935674,18,20,COMPLETE
138,0.3602550362873435,2026-06-13 23:15:14.809914,2026-06-13 23:15:16.365147,0 days 00:00:01.555233,0.0005841835233876928,entropy,14,0.8695609659075457,0.0006301813929858183,19,17,COMPLETE
139,0.3706482675618217,2026-06-13 23:15:16.365804,2026-06-13 23:15:18.048378,0 days 00:00:01.682574,0.000196785974542857,entropy,15,0.8741223521155942,0.0003782617402603896,20,17,COMPLETE
140,0.3524737947674799,2026-06-13 23:15:18.048875,2026-06-13 23:15:19.491762,0 days 00:00:01.442887,8.752630651545472e-07,entropy,14,0.8288799107574849,0.0008401052500229639,17,19,COMPLETE
141,0.3741433809014669,2026-06-13 23:15:19.494521,2026-06-13 23:15:21.391010,0 days 00:00:01.896489,0.0002752015937730663,entropy,14,0.911736392347254,0.0002129886096836723,18,17,COMPLETE
142,0.3660746355567709,2026-06-13 23:15:21.392621,2026-06-13 23:15:23.176486,0 days 00:00:01.783865,0.0004279247779733803,entropy,15,0.8484463014520036,0.0002043378565225057,19,16,COMPLETE
143,0.3809199892842819,2026-06-13 23:15:23.176923,2026-06-13 23:15:25.648886,0 days 00:00:02.471963,0.00020476172356626238,entropy,14,0.799768685704826,4.287028135078639e-06,18,17,COMPLETE
144,0.38702274812443643,2026-06-13 23:15:25.649679,2026-06-13 23:15:28.005419,0 days 00:00:02.355740,0.00010734172897624975,entropy,13,0.7974182304033186,1.4725104488163068e-05,20,7,COMPLETE
145,0.3828733559792926,2026-06-13 23:15:28.005944,2026-06-13 23:15:30.310289,0 days 00:00:02.304345,0.0001659542313934029,entropy,13,0.8087313386991684,1.8147734195917808e-05,20,6,COMPLETE
146,0.3532353173025274,2026-06-13 23:15:30.310814,2026-06-13 23:15:32.064468,0 days 00:00:01.753654,0.00034643486624715117,gini,12,0.8014974383451436,1.1001406670874966e-05,20,5,COMPLETE
147,0.37996961770404586,2026-06-13 23:15:32.065377,2026-06-13 23:15:34.434770,0 days 00:00:02.369393,0.00019445382041311657,entropy,13,0.7315626042978779,9.443240374996448e-06,20,8,COMPLETE
148,0.3648940504911267,2026-06-13 23:15:34.435274,2026-06-13 23:15:35.900630,0 days 00:00:01.465356,0.0002116146433947002,entropy,13,0.7490669697431652,0.00045903379791231084,20,7,COMPLETE
149,0.36053410781148665,2026-06-13 23:15:35.901560,2026-06-13 23:15:37.294214,0 days 00:00:01.392654,0.0004521736913683574,entropy,12,0.7897539541283457,0.0005725991935997185,20,5,COMPLETE
150,0.37285422777744104,2026-06-13 23:15:37.295942,2026-06-13 23:15:39.048813,0 days 00:00:01.752871,0.00029654660365624306,entropy,13,0.6925778391443128,4.8146498698003645e-05,19,7,COMPLETE
151,0.3850457495057088,2026-06-13 23:15:39.049194,2026-06-13 23:15:41.303555,0 days 00:00:02.254361,0.0001385704643432114,entropy,13,0.8165631266546344,2.0018747614007784e-05,20,9,COMPLETE
152,0.3670089798962371,2026-06-13 23:15:41.304162,2026-06-13 23:15:42.763816,0 days 00:00:01.459654,0.0001757452164969469,entropy,13,0.8171052199887764,0.00037874102718765624,20,8,COMPLETE
153,0.36331469294640417,2026-06-13 23:15:42.764595,2026-06-13 23:15:45.179031,0 days 00:00:02.414436,9.61023201409393e-06,entropy,13,0.7788853779394852,9.936601364621333e-06,20,8,COMPLETE
154,0.36754508147116505,2026-06-13 23:15:45.179439,2026-06-13 23:15:46.629729,0 days 00:00:01.450290,0.0001238713682966969,entropy,12,0.8015179877501155,0.0003994724142299616,19,6,COMPLETE
155,0.37415682805158756,2026-06-13 23:15:46.630367,2026-06-13 23:15:48.976615,0 days 00:00:02.346248,0.000272941734034755,entropy,13,0.7617846128465554,6.110442082782905e-06,20,10,COMPLETE
156,0.35950629929687467,2026-06-13 23:15:48.977065,2026-06-13 23:15:50.433253,0 days 00:00:01.456188,0.0003561255756475586,entropy,13,0.7367711663892866,0.0006048301832472796,19,8,COMPLETE
157,0.3780892943213348,2026-06-13 23:15:50.434096,2026-06-13 23:15:52.180962,0 days 00:00:01.746866,0.00019393243824513605,entropy,13,0.8352263125658821,0.00020629329566902184,20,6,COMPLETE
158,0.3753469945883206,2026-06-13 23:15:52.181713,2026-06-13 23:15:53.880848,0 days 00:00:01.699135,0.00011300319363281244,entropy,13,0.8366787791607927,0.0002325444816058815,20,6,COMPLETE
159,0.36533728076358596,2026-06-13 23:15:53.881284,2026-06-13 23:15:55.343305,0 days 00:00:01.462021,0.00021009725700157244,entropy,12,0.8177960177477417,0.0004165694300022892,20,6,COMPLETE
160,0.3551071192209203,2026-06-13 23:15:55.343804,2026-06-13 23:15:56.802389,0 days 00:00:01.458585,0.00041292164237321323,entropy,13,0.8487349013502223,0.0007774383552124719,19,5,COMPLETE
161,0.3807178081531202,2026-06-13 23:15:56.803019,2026-06-13 23:15:58.555798,0 days 00:00:01.752779,8.296820396182162e-05,entropy,13,0.8321901143470218,0.00017352154548675344,20,7,COMPLETE
162,0.38198363028248306,2026-06-13 23:15:58.557192,2026-06-13 23:16:00.349960,0 days 00:00:01.792768,0.00010115123205185819,entropy,13,0.8363068743287806,0.00018807990839884178,20,7,COMPLETE
163,0.3626127672950766,2026-06-13 23:16:00.350465,2026-06-13 23:16:02.777646,0 days 00:00:02.427181,7.686489404213072e-06,entropy,13,0.8135048461064157,6.794464158933711e-06,20,7,COMPLETE
164,0.36791337743915464,2026-06-13 23:16:02.778275,2026-06-13 23:16:04.246171,0 days 00:00:01.467896,7.209498030937055e-05,entropy,12,0.7963372785751586,0.0003924912361406653,19,7,COMPLETE
165,0.3588714222021148,2026-06-13 23:16:04.246683,2026-06-13 23:16:05.774996,0 days 00:00:01.528313,0.0002919318666072638,entropy,13,0.8255403597412828,0.0006040330502399467,20,9,COMPLETE
166,0.38085465342163,2026-06-13 23:16:05.775527,2026-06-13 23:16:07.560466,0 days 00:00:01.784939,1.7954103893518339e-06,entropy,13,0.8600423607979818,0.00018033309537410252,19,7,COMPLETE
167,0.378527974764629,2026-06-13 23:16:07.561074,2026-06-13 23:16:09.206523,0 days 00:00:01.645449,9.236110576609382e-05,entropy,13,0.7315371409809457,0.0001787446250456829,19,8,COMPLETE
168,0.3642604520798127,2026-06-13 23:16:09.207061,2026-06-13 23:16:10.577800,0 days 00:00:01.370739,8.70052814838784e-05,entropy,12,0.7142558603703411,0.00044158959805709987,20,7,COMPLETE
169,0.35707052386874294,2026-06-13 23:16:10.578232,2026-06-13 23:16:12.053641,0 days 00:00:01.475409,0.00029148802532086244,entropy,13,0.8543781764563583,0.000707604420306885,19,9,COMPLETE
170,0.3604798214017945,2026-06-13 23:16:12.054276,2026-06-13 23:16:13.388865,0 days 00:00:01.334589,9.99173392802593e-07,gini,13,0.7844740152650983,0.0001892150214523742,20,7,COMPLETE
171,0.3879593066372627,2026-06-13 23:16:13.390850,2026-06-13 23:16:15.564542,0 days 00:00:02.173692,0.00010911946821114521,entropy,13,0.7132553810571538,8.310909651167386e-06,19,8,COMPLETE
172,0.38062321754101713,2026-06-13 23:16:15.565321,2026-06-13 23:16:17.915221,0 days 00:00:02.349900,0.00018837136187306206,entropy,13,0.8082101477147361,1.5035935093011616e-05,19,8,COMPLETE
173,0.3801792718206522,2026-06-13 23:16:17.915646,2026-06-13 23:16:20.132383,0 days 00:00:02.216737,0.00019134045323731613,entropy,14,0.7096038419867295,1.1975928384852264e-05,19,8,COMPLETE
174,0.36283125074587597,2026-06-13 23:16:20.132985,2026-06-13 23:16:21.467507,0 days 00:00:01.334522,0.00022583614709109772,entropy,14,0.6731107401174471,0.00036862258252988054,19,8,COMPLETE
175,0.3686593514189053,2026-06-13 23:16:21.468143,2026-06-13 23:16:23.156735,0 days 00:00:01.688592,0.00036555539490705247,entropy,14,0.8117530017184593,0.0001651211870991985,18,8,COMPLETE
176,0.36038738962060773,2026-06-13 23:16:23.157528,2026-06-13 23:16:24.492263,0 days 00:00:01.334735,0.00011746201557370829,entropy,14,0.7154312969565438,0.0004920420252496571,19,7,COMPLETE
177,0.37314986252455595,2026-06-13 23:16:24.493547,2026-06-13 23:16:26.147084,0 days 00:00:01.653537,2.6568052774817916e-07,entropy,14,0.8316437198471367,0.00032262755883385205,20,9,COMPLETE
178,0.3762037257846022,2026-06-13 23:16:26.147584,2026-06-13 23:16:28.298436,0 days 00:00:02.150852,0.00027690494147065547,entropy,14,0.7675306366414407,2.7595785138844343e-05,18,7,COMPLETE
179,0.3567873778091579,2026-06-13 23:16:28.299118,2026-06-13 23:16:29.713880,0 days 00:00:01.414762,0.00014999929134210783,entropy,13,0.8016759647625644,0.0006045698944204421,19,9,COMPLETE
180,0.3610049174926441,2026-06-13 23:16:29.714324,2026-06-13 23:16:31.375980,0 days 00:00:01.661656,0.0005053409543226289,entropy,14,0.8432623796896098,0.0003232902892744596,20,6,COMPLETE
181,0.38038988760525905,2026-06-13 23:16:31.376511,2026-06-13 23:16:33.162834,0 days 00:00:01.786323,0.00018858375183054442,entropy,13,0.7047935317969439,4.2725595076998543e-05,20,8,COMPLETE
182,0.3870742942623667,2026-06-13 23:16:33.164836,2026-06-13 23:16:35.313324,0 days 00:00:02.148488,0.00010238381533017143,entropy,13,0.6584904933349709,3.4777779867651735e-06,20,8,COMPLETE
183,0.3844895487316336,2026-06-13 23:16:35.313840,2026-06-13 23:16:36.925586,0 days 00:00:01.611746,1.529556451977112e-06,entropy,12,0.7026519959375587,0.00011713669335052136,20,8,COMPLETE
184,0.3773569040816768,2026-06-13 23:16:36.926276,2026-06-13 23:16:38.412236,0 days 00:00:01.485960,5.886708763600562e-06,entropy,12,0.6391481379869287,0.00018260491742621857,20,8,COMPLETE
185,0.3886951147776543,2026-06-13 23:16:38.412675,2026-06-13 23:16:40.484950,0 days 00:00:02.072275,9.000749102379947e-05,entropy,12,0.6538580488845486,7.923143189462219e-07,20,8,COMPLETE
186,0.36149899285919423,2026-06-13 23:16:40.485567,2026-06-13 23:16:41.796651,0 days 00:00:01.311084,9.170679148274663e-05,entropy,12,0.6455970554805615,0.00041647334629456404,20,7,COMPLETE
187,0.3870539761974664,2026-06-13 23:16:41.798467,2026-06-13 23:16:43.733956,0 days 00:00:01.935489,9.849099571486482e-05,entropy,11,0.6639265692569772,9.200325280809744e-06,20,7,COMPLETE
188,0.37572726486463226,2026-06-13 23:16:43.734658,2026-06-13 23:16:45.669071,0 days 00:00:01.934413,0.00025602575440664414,entropy,12,0.6068003958686788,6.064569839485699e-06,19,10,COMPLETE
189,0.3657598340945717,2026-06-13 23:16:45.669872,2026-06-13 23:16:47.036400,0 days 00:00:01.366528,7.312919348007453e-05,entropy,11,0.6625961449492472,0.0003082793018636048,20,7,COMPLETE
190,0.349821876088155,2026-06-13 23:16:47.037303,2026-06-13 23:16:48.311735,0 days 00:00:01.274432,0.0003288904532415885,entropy,11,0.6605290308662415,0.0005437335798127728,19,9,COMPLETE
191,0.3791639071803995,2026-06-13 23:16:48.312196,2026-06-13 23:16:49.815543,0 days 00:00:01.503347,9.813358125634819e-05,entropy,11,0.6789274949722477,0.00019272017817341093,20,6,COMPLETE
192,0.36958097191106204,2026-06-13 23:16:49.816036,2026-06-13 23:16:51.214463,0 days 00:00:01.398427,8.857822645103053e-08,entropy,13,0.6202339319939799,0.0002038315153883357,20,7,COMPLETE
193,0.3823664069174535,2026-06-13 23:16:51.214960,2026-06-13 23:16:53.207984,0 days 00:00:01.993024,0.0001466980996793168,entropy,12,0.6320890639717107,7.559902964373818e-06,20,8,COMPLETE
194,0.362529295782222,2026-06-13 23:16:53.208501,2026-06-13 23:16:54.531340,0 days 00:00:01.322839,0.00020493330199330373,entropy,12,0.6434198236423109,0.00040587377233368616,20,8,COMPLETE
195,0.3814136654342672,2026-06-13 23:16:54.532086,2026-06-13 23:16:56.062690,0 days 00:00:01.530604,0.0001424494534182763,entropy,12,0.654313800556644,0.00013378954143165717,19,9,COMPLETE
196,0.27164176822652447,2026-06-13 23:16:56.064779,2026-06-13 23:16:56.956337,0 days 00:00:00.891558,0.0001034913017396068,entropy,11,0.6589833595881603,0.00835058956113935,20,9,COMPLETE
197,0.36809470094174845,2026-06-13 23:16:56.957289,2026-06-13 23:16:58.268086,0 days 00:00:01.310797,0.0002940036309703859,entropy,12,0.6071110848835137,0.00032582865080519176,19,7,COMPLETE
198,0.3672667711702532,2026-06-13 23:16:58.268634,2026-06-13 23:17:00.366299,0 days 00:00:02.097665,0.0003965395216103746,entropy,12,0.652150004707814,5.110675950207371e-06,20,10,COMPLETE
199,0.35292072927635115,2026-06-13 23:17:00.366939,2026-06-13 23:17:01.639478,0 days 00:00:01.272539,0.00011844837677870633,entropy,12,0.6286246456942802,0.0005185712668989279,19,8,COMPLETE
200,0.3009415157300406,2026-06-13 23:17:01.639934,2026-06-13 23:17:02.632325,0 days 00:00:00.992391,5.844835348149967e-06,entropy,12,0.6950103352784424,0.0034692414805731096,20,11,COMPLETE
201,0.37793888439178513,2026-06-13 23:17:02.633024,2026-06-13 23:17:04.579921,0 days 00:00:01.946897,0.00021112441918440277,entropy,13,0.6300840628165297,1.597489459461155e-05,19,8,COMPLETE
202,0.3790589998320778,2026-06-13 23:17:04.580345,2026-06-13 23:17:06.073843,0 days 00:00:01.493498,0.00017385043805507181,entropy,11,0.6832760349388657,0.0001866521466530894,19,8,COMPLETE
203,0.3749595486851477,2026-06-13 23:17:06.074386,2026-06-13 23:17:07.532005,0 days 00:00:01.457619,1.7552015358200548e-06,entropy,13,0.6396297495342544,0.00021907279290828385,20,9,COMPLETE
204,0.371180175799909,2026-06-13 23:17:07.532803,2026-06-13 23:17:09.128612,0 days 00:00:01.595809,0.0002616957212998903,entropy,13,0.8213530778393152,0.00035748922350324174,20,7,COMPLETE
205,0.2977876043491101,2026-06-13 23:17:09.130860,2026-06-13 23:17:11.116179,0 days 00:00:01.985319,0.0034504504683414905,entropy,12,0.668313232972587,2.010413574862814e-05,19,9,COMPLETE
206,0.3836320871792821,2026-06-13 23:17:11.116892,2026-06-13 23:17:13.264398,0 days 00:00:02.147506,0.00014027297300481,entropy,13,0.6514105498872106,8.50789201256252e-06,20,4,COMPLETE
207,0.35937783731077727,2026-06-13 23:17:13.265107,2026-06-13 23:17:14.408572,0 days 00:00:01.143465,9.358085244268661e-05,gini,13,0.6564100962919374,0.0002115611580438628,20,3,COMPLETE
208,0.35292072927635115,2026-06-13 23:17:14.409034,2026-06-13 23:17:15.680630,0 days 00:00:01.271596,0.00011965991482529511,entropy,12,0.5975147487400412,0.0004970981785673848,20,4,COMPLETE
209,0.3494707412441001,2026-06-13 23:17:15.681108,2026-06-13 23:17:16.949559,0 days 00:00:01.268451,0.0003080500849482698,entropy,13,0.6773235135136728,0.0007145780642577325,20,2,COMPLETE
210,0.3653102208061051,2026-06-13 23:17:16.950221,2026-06-13 23:17:18.270983,0 days 00:00:01.320762,0.00016073338060740625,entropy,11,0.6307838600723042,0.0003083077426570726,20,6,COMPLETE
211,0.3793405095720237,2026-06-13 23:17:18.271503,2026-06-13 23:17:20.383609,0 days 00:00:02.112106,0.000215193243143352,entropy,13,0.6477035902638381,1.4566316875960175e-05,19,4,COMPLETE
212,0.38085465342163,2026-06-13 23:17:20.384114,2026-06-13 23:17:22.169697,0 days 00:00:01.785583,9.12392695796129e-05,entropy,13,0.8593269396940848,0.00017966144794975188,19,8,COMPLETE
213,0.38184556315037466,2026-06-13 23:17:22.170267,2026-06-13 23:17:23.951274,0 days 00:00:01.781007,8.732019832583421e-07,entropy,13,0.8611271668085654,0.0001842049444659902,20,7,COMPLETE
214,0.3731065757183525,2026-06-13 23:17:23.951762,2026-06-13 23:17:25.635158,0 days 00:00:01.683396,1.1932230612357017e-06,entropy,10,0.8649571591827178,0.0003464050952828601,19,8,COMPLETE
215,0.3875468595181954,2026-06-13 23:17:25.635879,2026-06-13 23:17:28.224814,0 days 00:00:02.588935,0.00010803592292531238,entropy,13,0.8521753601916849,2.860408655469256e-07,18,7,COMPLETE
216,0.27457094538554694,2026-06-13 23:17:28.225347,2026-06-13 23:17:29.315371,0 days 00:00:01.090024,0.00014801801580238195,entropy,13,0.8434121925061245,0.006427404757197507,18,7,COMPLETE
217,0.37870325090812945,2026-06-13 23:17:29.315866,2026-06-13 23:17:31.163150,0 days 00:00:01.847284,0.00024888904030821225,entropy,13,0.8676784473303721,0.00018611123910339556,18,6,COMPLETE
