number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_bin,params_max_delta_step,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,state
10,0.41637922258169874,2026-06-14 11:45:58.238322,2026-06-14 11:46:09.554732,0 days 00:00:11.316410,0.9995258174926263,0.06724641543929111,0.04795325481213617,256,0.5621145404195227,10,46.176813711485366,450,7.580261333737954,8.009575936969709,0.9912373351576312,COMPLETE
11,0.4229161588608329,2026-06-14 11:46:09.555481,2026-06-14 11:46:14.525903,0 days 00:00:04.970422,0.6169098342329792,1.1522665905368266,0.026670215510198065,64,7.985521296576049,6,11.20999403081359,300,0.006812101053003447,4.430658258697768,0.7596117132498829,COMPLETE
12,0.42262508967541706,2026-06-14 11:46:14.526721,2026-06-14 11:46:18.857864,0 days 00:00:04.331143,0.6115852825175425,1.0647033281450786,0.018059532736510658,256,7.667998853218665,5,11.741581486740577,300,0.0014216474668055353,1.310488075180272,0.7406376161920613,COMPLETE
13,0.3667203817730411,2026-06-14 11:46:18.858588,2026-06-14 11:46:24.138087,0 days 00:00:05.279499,0.7033052867716861,1.0830818905544206,0.4730443363602811,64,7.7107592072578175,5,11.097306360450773,450,0.021354953167235628,0.02575463532197174,0.6051366334097599,COMPLETE
14,0.4199468761827105,2026-06-14 11:46:24.138643,2026-06-14 11:46:27.560027,0 days 00:00:03.421384,0.7075133748964014,0.8629069791319139,0.014958848453300632,32,7.561808224378487,6,23.558740374057187,200,9.686534687973662,0.2511784285036958,0.7376936210484275,COMPLETE
15,0.4232493656330196,2026-06-14 11:46:27.560536,2026-06-14 11:46:31.100427,0 days 00:00:03.539891,0.7492209581102768,1.5272061727502058,0.06571407338698648,128,8.730630141016178,5,8.336975892602823,500,0.009482642407624624,0.011989340945086933,0.9880522669970793,COMPLETE
16,0.42220571121213,2026-06-14 11:46:31.100997,2026-06-14 11:46:34.121275,0 days 00:00:03.020278,0.7533394586406819,1.6826473764644676,0.09979638332286445,128,9.95109433657582,5,6.786980522405354,500,1.1326557936132866,0.010238471382364332,0.9992323568742402,COMPLETE
17,0.4192675815777839,2026-06-14 11:46:34.121781,2026-06-14 11:46:37.813645,0 days 00:00:03.691864,0.6740775859566951,2.7000715040910173,0.3715402783211563,128,8.796551782524746,4,22.765234472307228,800,0.03727803703398269,0.12188652844102156,0.9546100482616349,COMPLETE
18,0.42250573024733545,2026-06-14 11:46:37.814229,2026-06-14 11:46:42.261142,0 days 00:00:04.446913,0.7729839126048197,0.49778414201086174,0.08378561743553677,128,6.517034997452136,4,43.34631949692722,600,0.004978538442507995,0.01108123309480249,0.9687125353453175,COMPLETE
19,0.42078212570759044,2026-06-14 11:46:42.261690,2026-06-14 11:46:46.686958,0 days 00:00:04.425268,0.8999744516085382,2.4550828708354113,0.0797946320497528,256,4.378978458221146,10,7.598741002037346,500,2.604221222365007,0.009023810632696125,0.8966304439787846,COMPLETE
20,0.4183785024438803,2026-06-14 11:46:46.687528,2026-06-14 11:46:51.423769,0 days 00:00:04.736241,0.7050152709139483,1.611422884169649,0.22789272887057743,128,6.669385611689009,7,16.556997485720487,1000,0.05235319432297311,0.020720820270973654,0.9574109435712896,COMPLETE
21,0.4232138275917606,2026-06-14 11:46:51.424338,2026-06-14 11:46:56.474895,0 days 00:00:05.050557,0.6174689802222509,1.265314191686197,0.019579787876683467,64,8.605269366599584,6,10.474520318761957,350,0.006420441015374457,1.8704220683737318,0.8163148793018531,COMPLETE
