number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_bin,params_max_delta_step,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,state
102,0.4233177573403002,2026-06-14 11:53:50.390665,2026-06-14 11:53:55.867828,0 days 00:00:05.477163,0.7121005258063154,2.831943084765944,0.041183954706673936,32,9.015165553164886,5,2.9181476189526934,600,0.019008774910377245,2.7369599332319634,0.6233321273105814,COMPLETE
103,0.42344597806705686,2026-06-14 11:53:55.868577,2026-06-14 11:54:00.731007,0 days 00:00:04.862430,0.7351512335914127,2.529725511581836,0.031811029695052645,32,8.242000081163708,4,4.312349461058651,500,0.08399521583883113,1.711353854238713,0.6810556880663642,COMPLETE
104,0.4237102212839834,2026-06-14 11:54:00.731575,2026-06-14 11:54:05.525081,0 days 00:00:04.793506,0.6916869562326486,2.9579936818735875,0.04624924343865364,256,8.718181269115265,5,3.8430258433890874,550,0.008695754089789188,1.0688125632267942,0.8201245526362283,COMPLETE
105,0.42367975732846136,2026-06-14 11:54:05.526239,2026-06-14 11:54:10.220798,0 days 00:00:04.694559,0.6921252399614995,2.9789857759669296,0.046960873254082575,256,9.808320648185616,5,3.676785731587058,550,0.010904666000718748,2.2405099118364906,0.8238267604214035,COMPLETE
106,0.42392136197894353,2026-06-14 11:54:10.221357,2026-06-14 11:54:14.867123,0 days 00:00:04.645766,0.6861764822270269,2.944623574315725,0.04912532192167431,256,9.437974043544619,5,3.745773108123763,550,0.010519724207777388,1.20573514214053,0.8308688470710018,COMPLETE
107,0.4236003980629433,2026-06-14 11:54:14.867925,2026-06-14 11:54:19.789553,0 days 00:00:04.921628,0.7279479938779257,3.150043122464215,0.03648194939297684,256,9.427481213772055,4,6.359525371870584,600,0.01549237931187643,1.12189650365269,0.8493239739068733,COMPLETE
108,0.4234123673696392,2026-06-14 11:54:19.790298,2026-06-14 11:54:24.278892,0 days 00:00:04.488594,0.717030752384908,3.3259498453446303,0.04980000112037404,256,9.198003723422504,5,3.3385628990372034,500,0.040804026005260376,0.8629154776250851,0.8148053038346909,COMPLETE
109,0.4232561687953629,2026-06-14 11:54:24.279461,2026-06-14 11:54:28.673127,0 days 00:00:04.393666,0.6856850086371443,2.7409114438376436,0.09397777482667667,128,8.716377259083451,5,5.552773265673799,650,0.007978704818047924,1.4622710757381714,0.8293996638336788,COMPLETE
110,0.4238150015331522,2026-06-14 11:54:28.673864,2026-06-14 11:54:33.038117,0 days 00:00:04.364253,0.7054141768921298,2.628054104091409,0.06066901212796509,256,7.800273508123235,5,4.96737697757674,550,0.028982830385853586,1.0548076432087243,0.8037417521122795,COMPLETE
111,0.4236951116388573,2026-06-14 11:54:33.038630,2026-06-14 11:54:37.087378,0 days 00:00:04.048748,0.705373631085193,2.8868063516434233,0.05750107166788077,256,7.857931459393168,5,4.658990582015378,550,0.05758906081817131,0.5086159780907832,0.8080000217602319,COMPLETE
112,0.4236988707901247,2026-06-14 11:54:37.087945,2026-06-14 11:54:42.196861,0 days 00:00:05.108916,0.6840881015400905,2.6368866400825577,0.04233289759073631,256,8.930134116013074,5,3.827730089850541,600,0.009552557253031217,0.7852570059786429,0.8015930539450346,COMPLETE
113,0.4234021365790383,2026-06-14 11:54:42.197487,2026-06-14 11:54:46.558369,0 days 00:00:04.360882,0.7429134771921708,2.7871739954495895,0.0842961717715265,256,7.621668277632709,5,5.438178108065293,600,0.029633157690101202,1.0100465475748925,0.8181747862847488,COMPLETE
114,0.42294742307874966,2026-06-14 11:54:46.558999,2026-06-14 11:54:51.564169,0 days 00:00:05.005170,0.7058871668356597,2.257363547459858,0.0711785987950299,256,9.519719410561096,6,7.247654149983814,550,0.017294635854393208,1.2232624980839804,0.7952587100230655,COMPLETE
115,0.4238903705934532,2026-06-14 11:54:51.564750,2026-06-14 11:54:56.527953,0 days 00:00:04.963203,0.6919614181999387,2.961042910725054,0.036629384440142757,256,7.299391758453501,5,5.139281998507935,500,0.023721712616437768,0.6377309343676695,0.7907898381367785,COMPLETE
116,0.4237991830039142,2026-06-14 11:54:56.528485,2026-06-14 11:55:01.289200,0 days 00:00:04.760715,0.7229207739015208,2.593796610667697,0.03571395289532416,256,7.380922949109243,4,5.169683501844169,500,0.022272988891278524,0.5811439841742692,0.7917916480328779,COMPLETE
117,0.4226928725135971,2026-06-14 11:55:01.289989,2026-06-14 11:55:05.715610,0 days 00:00:04.425621,0.7531336830336096,2.694853913357579,0.029180071304007217,256,7.16886479954094,3,5.076294328229879,500,0.03536507452460437,0.5350770507362146,0.7592912526006795,COMPLETE
118,0.4236507892478222,2026-06-14 11:55:05.716139,2026-06-14 11:55:10.239773,0 days 00:00:04.523634,0.7211902886801443,2.475435289682398,0.03591545571772985,256,6.924146935586484,4,6.753834680681625,450,0.023810513834596182,3.107063500247821,0.7778704603913607,COMPLETE
119,0.4236187708632517,2026-06-14 11:55:10.241846,2026-06-14 11:55:14.363686,0 days 00:00:04.121840,0.7328486373735001,3.206007072259136,0.053208512659841216,256,8.128111857899093,4,5.070775248113513,500,0.1632445527536669,0.6514604022331302,0.7907891885098696,COMPLETE
120,0.4230932952127505,2026-06-14 11:55:14.364272,2026-06-14 11:55:18.392505,0 days 00:00:04.028233,0.7095450569135536,2.0837828022826863,0.03960028591611805,256,7.457444662264227,3,4.323697735252425,450,0.04422864537199758,3.8892235699643325,0.8064264160938399,COMPLETE
121,0.42338279004313817,2026-06-14 11:55:18.393062,2026-06-14 11:55:24.735683,0 days 00:00:06.342621,0.6990024411343685,2.3089761196481184,0.03201329388284251,256,7.791620027668217,6,5.2557710680726215,500,0.02212858146442613,0.3261364548427936,0.7716579616579426,COMPLETE
122,0.4233871155675521,2026-06-14 11:55:24.736230,2026-06-14 11:55:29.727879,0 days 00:00:04.991649,0.6779537869557356,2.583097379988425,0.02804233955106011,32,7.090289693226965,5,5.944961587346751,450,0.054740396477585974,0.45415187407279123,0.787336873766605,COMPLETE
123,0.42402861549103543,2026-06-14 11:55:29.728618,2026-06-14 11:55:34.529354,0 days 00:00:04.800736,0.6658515855232436,2.901580269751207,0.061210491391590224,256,7.456147285091535,4,4.4276406994296105,650,0.027139403116906772,1.6019811076882648,0.7578069514378077,COMPLETE
124,0.4244966075336415,2026-06-14 11:55:34.529959,2026-06-14 11:55:38.604944,0 days 00:00:04.074985,0.664666844637559,2.8366117909076047,0.062146802788793726,256,8.442351850002819,4,4.664528765599512,500,0.028782418402341137,1.4941527517134665,0.7548969268082668,COMPLETE
125,0.4239901380587332,2026-06-14 11:55:38.605629,2026-06-14 11:55:43.902825,0 days 00:00:05.297196,0.6669431061924115,3.0275299155918667,0.06342859700917611,256,7.672412950022007,4,4.567224392565263,750,0.029276257050398925,1.532145735876842,0.7123929699059659,COMPLETE
126,0.4241403109470009,2026-06-14 11:55:43.904188,2026-06-14 11:55:49.170853,0 days 00:00:05.266665,0.6675173786613183,3.075681228128771,0.06594176390486173,256,8.34682300294812,4,4.52420898767495,750,0.03241750631522639,1.5197591698159532,0.7115121965247407,COMPLETE
127,0.4234050354043255,2026-06-14 11:55:49.171486,2026-06-14 11:55:53.806592,0 days 00:00:04.635106,0.6714726667272567,3.404123991981454,0.11476741651547011,256,8.434929776693487,4,4.071670093094117,750,0.027919758042331294,1.5531384434155249,0.7216092653960274,COMPLETE
128,0.4237375518662283,2026-06-14 11:55:53.807336,2026-06-14 11:55:58.657071,0 days 00:00:04.849735,0.6634738030707039,3.6645444108100325,0.08615413133214524,256,7.585456858082186,4,4.870955393519437,750,0.06539399040429811,0.8308249423054929,0.7078657660840022,COMPLETE
129,0.4239043375075687,2026-06-14 11:55:58.657610,2026-06-14 11:56:04.503110,0 days 00:00:05.845500,0.6794065661271601,3.041817278367954,0.06555751945718528,256,7.814081685839558,4,4.522368199207501,850,0.03348288535940836,1.5867606524748787,0.689089837002467,COMPLETE
130,0.4236109942613675,2026-06-14 11:56:04.503713,2026-06-14 11:56:10.477878,0 days 00:00:05.974165,0.6811148094507301,3.0437939725188183,0.06520765609936668,256,7.873429817642704,4,4.6993294006390185,850,0.03466075676891141,2.3588495947942465,0.6890972156265787,COMPLETE
131,0.4240591653008431,2026-06-14 11:56:10.478649,2026-06-14 11:56:15.789913,0 days 00:00:05.311264,0.6703440459667495,3.199116365027533,0.07026997651088783,256,7.246334182110068,4,4.263503315392982,800,0.042937464786308575,1.3902467918773629,0.7196446133241666,COMPLETE
132,0.42347983098329084,2026-06-14 11:56:15.790462,2026-06-14 11:56:20.878521,0 days 00:00:05.088059,0.6628939007342818,3.1387785495133405,0.07119416325611633,256,7.164052652757297,3,4.5145434574129215,800,0.0899079027064562,1.9805604775825851,0.7126941720833975,COMPLETE
133,0.42403777760379635,2026-06-14 11:56:20.879167,2026-06-14 11:56:26.466390,0 days 00:00:05.587223,0.6710124510892167,3.2566669347738095,0.06104903369552737,256,7.724094784876025,4,3.973480896076594,800,0.04605443832937437,1.489041673637164,0.7013458338070951,COMPLETE
134,0.4235871381682146,2026-06-14 11:56:26.467097,2026-06-14 11:56:32.009145,0 days 00:00:05.542048,0.670659063089197,3.499128557462977,0.08032936019577258,256,8.108373587041646,4,4.363440585198317,850,0.04424146483748683,1.5722475372148805,0.6716529535218536,COMPLETE
135,0.42347203473633127,2026-06-14 11:56:32.009710,2026-06-14 11:56:37.073177,0 days 00:00:05.063467,0.6769088162208197,3.241986797727319,0.10929020774578432,256,7.59250710672815,4,4.043427715661415,800,0.05259637288745517,1.4941237937567482,0.6967470518875408,COMPLETE
136,0.4231142913108578,2026-06-14 11:56:37.073726,2026-06-14 11:56:42.352119,0 days 00:00:05.278393,0.6501282435909032,3.3636853353233445,0.09167962362274389,64,7.337014348513518,4,3.534638065871512,900,0.03844075365643894,2.61919034609538,0.7076039170110768,COMPLETE
137,0.4221137610865414,2026-06-14 11:56:42.353536,2026-06-14 11:56:46.659142,0 days 00:00:04.305606,0.6672682647697316,3.200744814636752,0.15153599724794933,256,8.36401427942539,3,6.180559417711402,700,0.07263727124666135,1.31305881163402,0.6891668073677939,COMPLETE
138,0.4235133569449343,2026-06-14 11:56:46.659659,2026-06-14 11:56:51.729919,0 days 00:00:05.070260,0.6943839675043276,3.4513473428932535,0.0638315448420597,256,7.03437611240261,4,3.410011510641232,750,0.04761139641908701,1.8992946626031701,0.7324884435337795,COMPLETE
139,0.4237991509806057,2026-06-14 11:56:51.730614,2026-06-14 11:56:56.750355,0 days 00:00:05.019741,0.6615995185420557,3.623361918550861,0.07814078702970186,256,6.849923011392856,4,3.876951013407619,800,0.12372746622438406,0.956461035638744,0.7213526317910826,COMPLETE
140,0.4241989470563555,2026-06-14 11:56:56.750909,2026-06-14 11:57:02.065336,0 days 00:00:05.314427,0.6788754618065902,3.0402060674860167,0.055431992789747656,256,8.008928220071505,4,4.4878181727074855,750,0.03723501896164277,1.3203335135829009,0.7476704155481307,COMPLETE
141,0.42379036790950053,2026-06-14 11:57:02.065936,2026-06-14 11:57:07.865384,0 days 00:00:05.799448,0.6827812702016967,3.072677873381316,0.05531481159088437,256,7.961996274495758,4,4.613187378380219,850,0.033237287685710375,1.2156499739542255,0.7573632346190908,COMPLETE
142,0.42392388917780377,2026-06-14 11:57:07.867524,2026-06-14 11:57:12.966877,0 days 00:00:05.099353,0.6710652175309743,3.0000385567348333,0.06941809908300184,256,7.638395567367826,4,4.201485239031596,750,0.03987846563697061,1.6769194512306682,0.7470534507362799,COMPLETE
143,0.42374483385555184,2026-06-14 11:57:12.967417,2026-06-14 11:57:18.342046,0 days 00:00:05.374629,0.9962917602935291,2.9580785680162225,0.07103882444188693,256,7.713636936009249,4,4.399469203760643,750,0.02515218864943893,1.6613509104620487,0.7427269134516611,COMPLETE
144,0.42369435101538927,2026-06-14 11:57:18.342635,2026-06-14 11:57:23.874735,0 days 00:00:05.532100,0.673318653678024,3.292866562860841,0.06000484646144234,256,8.270504955908908,4,3.6746605429206465,800,0.03893710541438373,0.8085322700361192,0.7144928235285307,COMPLETE
145,0.4239930663213638,2026-06-14 11:57:23.875337,2026-06-14 11:57:29.232496,0 days 00:00:05.357159,0.8597557665258619,3.0234409240558326,0.0514426794303775,256,7.486082134418286,4,4.1054018257466955,700,0.06285459072286949,1.3543230191461295,0.7363121549875778,COMPLETE
146,0.42394642266258725,2026-06-14 11:57:29.233172,2026-06-14 11:57:34.465097,0 days 00:00:05.231925,0.6551102444778486,2.8629826206723656,0.05360604942905609,256,7.589618033501402,4,4.06048356184451,700,0.06688850148626048,2.0907837116493844,0.7490047523818381,COMPLETE
147,0.42397422543800556,2026-06-14 11:57:34.465819,2026-06-14 11:57:39.928449,0 days 00:00:05.462630,0.8646976239721963,2.87364644764296,0.050487250724250705,256,7.503959130906306,4,3.1595667559037257,700,0.10265164479580621,2.180886337353136,0.7472775324888697,COMPLETE
148,0.42350437231358906,2026-06-14 11:57:39.929041,2026-06-14 11:57:44.875231,0 days 00:00:04.946190,0.8648484789831764,2.878315412078777,0.050983085193369776,256,7.559332533757389,3,3.143533599459604,700,0.09578649917328182,2.1283145629747673,0.7508827661960251,COMPLETE
149,0.4236897502480505,2026-06-14 11:57:44.875787,2026-06-14 11:57:50.285415,0 days 00:00:05.409628,0.8934567571900909,3.1235184563287244,0.04422402251996318,256,8.124043142637456,4,3.3361870253957777,700,0.16032328495495,3.2295482673906557,0.7367607789638142,COMPLETE
150,0.4236817965063059,2026-06-14 11:57:50.286391,2026-06-14 11:57:55.255473,0 days 00:00:04.969082,0.8444683500692259,3.590771317689291,0.07469398581200351,256,7.210206202349562,4,2.7454018818445274,750,0.06384167603301787,1.8952731045231257,0.728401801574659,COMPLETE
151,0.4237656283228818,2026-06-14 11:57:55.256067,2026-06-14 11:58:00.652668,0 days 00:00:05.396601,0.8783175004883471,2.8635011348650794,0.05381758679855114,256,7.556882656525397,4,4.0655205802469965,700,0.08154896745831598,1.4204847692590612,0.7453253989195111,COMPLETE
152,0.42197670206316973,2026-06-14 11:58:00.653266,2026-06-14 11:58:07.497166,0 days 00:00:06.843900,0.7867183574696383,0.20220334993574252,0.058709292659844314,256,7.957041889967604,4,3.636819644677456,650,0.05028086955955782,2.386687804133695,0.7487898109161824,COMPLETE
153,0.42395583779475626,2026-06-14 11:58:07.497720,2026-06-14 11:58:12.975775,0 days 00:00:05.478055,0.65490439513268,3.286450701185012,0.0513853303680605,256,7.424849621443216,4,4.095196480999727,750,0.11565633527228172,1.1556122238893851,0.7179084226340156,COMPLETE
154,0.423662725048744,2026-06-14 11:58:12.976549,2026-06-14 11:58:18.064843,0 days 00:00:05.088294,0.8437622198508632,3.219073150821267,0.08832570390315397,256,7.508171306606439,4,4.1906891591404545,750,0.1450433405500313,1.090471160651183,0.7181796081322562,COMPLETE
155,0.4235659466877915,2026-06-14 11:58:18.065378,2026-06-14 11:58:23.180240,0 days 00:00:05.114862,0.9250902793271406,3.296569846914886,0.0700788160185802,256,7.437280900642248,4,3.154861536536055,750,0.25727857152658395,0.928508209257092,0.738403596147322,COMPLETE
156,0.4239108324220565,2026-06-14 11:58:23.181021,2026-06-14 11:58:28.904128,0 days 00:00:05.723107,0.6576112823341829,3.0579349122778945,0.05225978813446806,256,7.786821567785328,4,4.03713662735739,800,0.1074808997922724,1.323168763174479,0.704205830911679,COMPLETE
157,0.423620649227323,2026-06-14 11:58:28.904693,2026-06-14 11:58:33.694771,0 days 00:00:04.790078,0.6394677860616622,3.1557076448319057,0.04198398014901271,256,7.120360082572432,3,4.695147297792821,650,0.20909710895866598,1.7771461301723346,0.7296344738071328,COMPLETE
158,0.42316143078047397,2026-06-14 11:58:33.695376,2026-06-14 11:58:38.082949,0 days 00:00:04.387573,0.6500133250022562,4.885025493825971,0.05920970453504669,64,1.6972141343307716,4,5.720336851338481,700,0.07382155961073747,2.173601252119492,0.738181311023989,COMPLETE
159,0.42381737579145823,2026-06-14 11:58:38.083518,2026-06-14 11:58:42.587231,0 days 00:00:04.503713,0.6290378737976954,4.234547299572499,0.09716081500491376,256,8.476640682396015,4,3.443813139810529,750,0.10997363174129636,0.007286723925689484,0.7521659943232337,COMPLETE
160,0.4234832630770806,2026-06-14 11:58:42.587861,2026-06-14 11:58:47.886487,0 days 00:00:05.298626,0.8560171436483678,3.348792105979266,0.0807869264817357,256,8.02765843625381,4,2.3139655540098327,800,0.06874792037949533,1.4301083273428614,0.7208157982759829,COMPLETE
161,0.42388339787825285,2026-06-14 11:58:47.887806,2026-06-14 11:58:53.215416,0 days 00:00:05.327610,0.8069387739189473,2.9179185989001546,0.049963067669933484,256,7.725106884730409,4,3.815760802326469,700,0.055921238231912015,1.147360798576053,0.7596914821381116,COMPLETE
162,0.42410623915375467,2026-06-14 11:58:53.216018,2026-06-14 11:58:58.512976,0 days 00:00:05.296958,0.666815970784042,2.9792774134713365,0.04780100529428847,256,8.198663867607427,4,4.258513038396989,700,0.04808137314314035,0.974698733011665,0.7443695075343674,COMPLETE
163,0.4241585678101251,2026-06-14 11:58:58.513512,2026-06-14 11:59:03.592810,0 days 00:00:05.079298,0.6614991985392222,2.852001398832383,0.06564278449860422,256,7.319061887828077,4,4.312985547155058,700,0.0397381135478889,0.9809920194192676,0.742261617426238,COMPLETE
164,0.42439246023587385,2026-06-14 11:59:03.593388,2026-06-14 11:59:08.911889,0 days 00:00:05.318501,0.6456804141038779,2.8092858995456336,0.04323058329985311,256,7.236755418986492,4,4.79488287200297,650,2.7402771076545083,0.7215675764896694,0.730564452007302,COMPLETE
165,0.42417792122147785,2026-06-14 11:59:08.912622,2026-06-14 11:59:14.237478,0 days 00:00:05.324856,0.6447480978580016,2.8179824701826828,0.044536372012515174,256,7.288446012118253,4,4.814017559835706,650,0.6570084468283419,0.9055440395528855,0.7279291465911873,COMPLETE
166,0.4241546080466934,2026-06-14 11:59:14.238192,2026-06-14 11:59:19.594115,0 days 00:00:05.355923,0.6455008123050794,2.7852534425660336,0.0434910721983682,256,6.6023911398438075,4,4.923073351705381,650,3.0621137163211043,0.8137934606834663,0.7306319233417278,COMPLETE
167,0.42404896260244407,2026-06-14 11:59:19.594733,2026-06-14 11:59:25.051071,0 days 00:00:05.456338,0.64389094901961,2.773745173830323,0.041925612630296726,256,6.583172902979659,4,5.589039450524412,650,1.6401385747479744,0.7759347175869425,0.729160571409027,COMPLETE
168,0.4234720030104396,2026-06-14 11:59:25.051799,2026-06-14 11:59:30.007072,0 days 00:00:04.955273,0.6396040101088007,2.801473160470573,0.04053233903199411,256,6.5463794256501044,3,5.450681995760773,650,2.8751064284497354,0.8417753021569595,0.7318348423408358,COMPLETE
169,0.4237763872500836,2026-06-14 11:59:30.007662,2026-06-14 11:59:35.344993,0 days 00:00:05.337331,0.6239533098547311,2.6908551058795807,0.04551198385117145,256,6.705551016840104,4,6.4441679637546505,650,3.5787007449162087,0.6989994119674794,0.7278519590859471,COMPLETE
170,0.423839594938058,2026-06-14 11:59:35.346711,2026-06-14 11:59:40.611898,0 days 00:00:05.265187,0.6337681040040389,2.7480914425759555,0.045405188995712296,256,6.94108384038423,4,4.8135255391762115,650,1.0698255671876675,0.740556609034812,0.7387601083337867,COMPLETE
171,0.4236151889414109,2026-06-14 11:59:40.612567,2026-06-14 11:59:45.478407,0 days 00:00:04.865840,0.6455484749900949,2.994041700619072,0.06188203023213461,256,7.247373322131468,4,33.33806073134243,650,1.960014470282025,0.943881261488228,0.7004182563168085,COMPLETE
172,0.4235935855834386,2026-06-14 11:59:45.478927,2026-06-14 11:59:50.843293,0 days 00:00:05.364366,0.6653436541253682,3.0943748278102374,0.04034061837889389,256,6.420454723041448,4,4.933914827949655,650,5.3636973079075565,0.49295896911948967,0.7119879310781206,COMPLETE
173,0.42370632956881005,2026-06-14 11:59:50.843974,2026-06-14 11:59:56.077343,0 days 00:00:05.233369,0.6470043904786721,2.825704281913682,0.06020343994266852,256,7.077349422692353,4,5.673370642629006,700,1.4355475741996806,0.9015481312329913,0.7272027933812694,COMPLETE
174,0.4236664427420722,2026-06-14 11:59:56.078016,2026-06-14 12:00:01.467964,0 days 00:00:05.389948,0.6588935516005539,3.1510029447807377,0.037758135726526455,256,8.331569257201235,4,4.542699662031078,650,4.410684257248182,0.7438254551404356,0.7360806508728501,COMPLETE
