[2026-07-12 19:29:44] [Ensayo] A new study created in memory with name: dt_optimization
[2026-07-12 19:30:35] [Ensayo] Trial 45 finished with value: 0.3643528540486295 and parameters: {'criterion': 'entropy', 'max_depth': 6, 'min_samples_split': 9, 'min_samples_leaf': 2, 'max_features': 0.49031384233483616, 'min_impurity_decrease': 0.0006213949273204588, 'ccp_alpha': 0.0002703170842668762}. Best is trial 23 with value: 0.38183029867920126.
[2026-07-12 19:30:36] [Ensayo] Trial 46 finished with value: 0.3267375149860315 and parameters: {'criterion': 'entropy', 'max_depth': 7, 'min_samples_split': 3, 'min_samples_leaf': 5, 'max_features': 0.43651674635450954, 'min_impurity_decrease': 0.0021888311666934243, 'ccp_alpha': 0.0005235913290848008}. Best is trial 23 with value: 0.38183029867920126.
[2026-07-12 19:30:37] [Ensayo] Trial 47 finished with value: 0.34152887376513635 and parameters: {'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 7, 'min_samples_leaf': 3, 'max_features': 0.5359553668091546, 'min_impurity_decrease': 0.0009921933926749092, 'ccp_alpha': 0.00020172885537447392}. Best is trial 23 with value: 0.38183029867920126.
[2026-07-12 19:30:38] [Ensayo] Trial 48 finished with value: 0.3161164364630927 and parameters: {'criterion': 'entropy', 'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 6, 'max_features': 0.5822552672872565, 'min_impurity_decrease': 0.00045911541480288075, 'ccp_alpha': 0.004729616110255508}. Best is trial 23 with value: 0.38183029867920126.
[2026-07-12 19:30:39] [Ensayo] Trial 49 finished with value: 0.3404797151953253 and parameters: {'criterion': 'entropy', 'max_depth': 6, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 0.4041031552797864, 'min_impurity_decrease': 0.0018742187487040215, 'ccp_alpha': 0.0012978125475760767}. Best is trial 23 with value: 0.38183029867920126.
[2026-07-12 19:30:40] [Ensayo] Trial 50 finished with value: 0.3284404671349068 and parameters: {'criterion': 'entropy', 'max_depth': 9, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 0.4798066634952458, 'min_impurity_decrease': 0.002875497435062256, 'ccp_alpha': 1.078275369359696e-05}. Best is trial 23 with value: 0.38183029867920126.
[2026-07-12 19:30:41] [Ensayo] Trial 51 finished with value: 0.35452052935655065 and parameters: {'criterion': 'entropy', 'max_depth': 11, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.45445532845383235, 'min_impurity_decrease': 0.00036553147834647874, 'ccp_alpha': 0.0007519485871869338}. Best is trial 23 with value: 0.38183029867920126.
[2026-07-12 19:30:42] [Ensayo] Trial 52 finished with value: 0.36169016254074504 and parameters: {'criterion': 'entropy', 'max_depth': 13, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_features': 0.6139093283176844, 'min_impurity_decrease': 0.0009695007407137503, 'ccp_alpha': 0.00037112431748167145}. Best is trial 23 with value: 0.38183029867920126.
[2026-07-12 19:30:43] [Ensayo] Trial 53 finished with value: 0.3648893513649633 and parameters: {'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 11, 'min_samples_leaf': 3, 'max_features': 0.565459228496215, 'min_impurity_decrease': 0.0003231302959626458, 'ccp_alpha': 0.0006164755060588556}. Best is trial 23 with value: 0.38183029867920126.
[2026-07-12 19:30:44] [Ensayo] Trial 54 finished with value: 0.3518087621674727 and parameters: {'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 3, 'min_samples_leaf': 5, 'max_features': 0.5279181340352406, 'min_impurity_decrease': 0.0013232085162978126, 'ccp_alpha': 0.0009739212103667162}. Best is trial 23 with value: 0.38183029867920126.
[2026-07-12 19:30:46] [Ensayo] Trial 55 finished with value: 0.39509989134523993 and parameters: {'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 5, 'min_samples_leaf': 7, 'max_features': 0.500557859889184, 'min_impurity_decrease': 6.769589939034874e-05, 'ccp_alpha': 0.00014585808469419926}. Best is trial 55 with value: 0.39509989134523993.
[2026-07-12 19:30:47] [Ensayo] Trial 56 finished with value: 0.31237441134037763 and parameters: {'criterion': 'entropy', 'max_depth': 11, 'min_samples_split': 5, 'min_samples_leaf': 7, 'max_features': 0.43654942534775876, 'min_impurity_decrease': 0.00894326317052931, 'ccp_alpha': 0.00021377500573084893}. Best is trial 55 with value: 0.39509989134523993.
[2026-07-12 19:30:48] [Ensayo] Trial 57 finished with value: 0.3612766607393277 and parameters: {'criterion': 'entropy', 'max_depth': 12, 'min_samples_split': 6, 'min_samples_leaf': 6, 'max_features': 0.4945041933555722, 'min_impurity_decrease': 0.000826565779059219, 'ccp_alpha': 0.00044293710624042495}. Best is trial 55 with value: 0.39509989134523993.
[2026-07-12 19:30:50] [Ensayo] Trial 58 finished with value: 0.3835426734397581 and parameters: {'criterion': 'gini', 'max_depth': 13, 'min_samples_split': 8, 'min_samples_leaf': 4, 'max_features': 0.5035370976579587, 'min_impurity_decrease': 1.2636974541310291e-05, 'ccp_alpha': 0.00016761410282835058}. Best is trial 55 with value: 0.39509989134523993.
[2026-07-12 19:30:51] [Ensayo] Trial 59 finished with value: 0.35427265165441346 and parameters: {'criterion': 'gini', 'max_depth': 15, 'min_samples_split': 8, 'min_samples_leaf': 8, 'max_features': 0.5886270216300439, 'min_impurity_decrease': 9.233769999843395e-05, 'ccp_alpha': 0.0007075995240552321}. Best is trial 55 with value: 0.39509989134523993.
[2026-07-12 19:30:52] [Ensayo] Trial 60 finished with value: 0.32731380559690987 and parameters: {'criterion': 'gini', 'max_depth': 13, 'min_samples_split': 9, 'min_samples_leaf': 5, 'max_features': 0.510850633652825, 'min_impurity_decrease': 0.0013627666359517145, 'ccp_alpha': 0.0011640198607823283}. Best is trial 55 with value: 0.39509989134523993.
[2026-07-12 19:30:53] [Ensayo] Trial 61 finished with value: 0.3577085233408902 and parameters: {'criterion': 'gini', 'max_depth': 14, 'min_samples_split': 7, 'min_samples_leaf': 4, 'max_features': 0.4776858625963293, 'min_impurity_decrease': 0.0003508063924880377, 'ccp_alpha': 0.00016687915182523092}. Best is trial 55 with value: 0.39509989134523993.
[2026-07-12 19:30:54] [Ensayo] Trial 62 finished with value: 0.3427909200685177 and parameters: {'criterion': 'gini', 'max_depth': 13, 'min_samples_split': 4, 'min_samples_leaf': 3, 'max_features': 0.46117911104069675, 'min_impurity_decrease': 0.0008788000333463423, 'ccp_alpha': 0.00016532349292701506}. Best is trial 55 with value: 0.39509989134523993.
[2026-07-12 19:30:56] [Ensayo] Trial 63 finished with value: 0.3588651589166091 and parameters: {'criterion': 'gini', 'max_depth': 15, 'min_samples_split': 3, 'min_samples_leaf': 6, 'max_features': 0.4296372572217946, 'min_impurity_decrease': 3.858321651831444e-06, 'ccp_alpha': 0.00045474077185333686}. Best is trial 55 with value: 0.39509989134523993.
[2026-07-12 19:30:57] [Ensayo] Trial 64 finished with value: 0.37671967604211143 and parameters: {'criterion': 'entropy', 'max_depth': 12, 'min_samples_split': 8, 'min_samples_leaf': 1, 'max_features': 0.5504587507867612, 'min_impurity_decrease': 0.0003670360059142268, 'ccp_alpha': 0.0003626983720808751}. Best is trial 55 with value: 0.39509989134523993.
